"","X1","X2","X3","Order_reshape"
"130525","1613803","519269","540901","130525"
"130527","130483","216863","216897","130527"
"130546","519312","137692","1253758","130546"
"130548","166470","1822617","1729014","130548"
"130549","1361801","173741","303347","130549"
"130550","80108","576933","1361804","130550"
"130551","116073","1923410","1937807","130551"
"130554","1966604","1772207","224077","130554"
"137541","223948","439945","598349","137541"
"137550","468749","598351","187954","137550"
"137551","267152","22361","65555","137551"
"137555","425540","151948","461542","137555"
"137557","29561","159157","454350","137557"
"137558","274353","295955","123163","137558"
"137561","108761","375148","288761","137561"
"137648","612870","1203313","209706","137648"
"137655","72878","2153801","65713","137655"
"137657","605691","80052","231305","137657"
"137658","2088983","2477742","2045794","137658"
"137669","317691","116111","1779413","137669"
"137672","1678590","663339","2744162","137672"
"137677","850544","1260974","951366","137677"
"137679","173692","2009796","1088179","137679"
"137682","1592212","65652","2096182","137682"
"137683","375291","36956","490519","137683"
"137695","684903","728141","1347324","137695"
"137696","1296909","346497","1541761","137696"
"137698","533681","447270","1635350","137698"
"137707","58454","368136","382493","137707"
"137709","396940","1858570","310474","137709"
"137713","1801015","1750624","238542","137713"
"137714","1980996","1729000","1491398","137714"
"137715","1491407","173712","22551","137715"
"137716","173684","1361805","476073","137716"
"137717","1980994","224073","411276","137717"
"137721","1268138","1210492","612947","137721"
"137723","1491402","2002586","533721","137723"
"137724","1347392","1851379","684885","137724"
"137725","339293","180896","1606562","137725"
"137726","1239324","713745","101659","137726"
"137738","1765001","1757807","36913","137738"
"137746","346492","2283362","2564157","137746"
"137747","627361","152154","1556188","137747"
"137749","1959412","1765023","1779423","137749"
"137750","1563403","281669","1981028","137750"
"137751","166544","1988216","1865816","137751"
"137752","519337","1909010","260099","137752"
"137779","36983","36972","152177","137779"
"144741","367947","526346","432742","144741"
"144749","511945","159163","511946","144749"
"144750","281558","519155","583948","144750"
"144751","94362","295955","274353","144751"
"144755","396747","223943","447147","144755"
"144757","331958",NA,NA,"144757"
"144760","245558","151952","382350","144760"
"144848","576957","1952184","1901752","144848"
"144855","771329","1260980","303283","144855"
"144857","533744","612885","267292","144857"
"144858","1419373","2304965","468949","144858"
"144862","1937798","519348","800139","144862"
"144865","1260934","1462545","2081776","144865"
"144866","728084","1721781","202490","144866"
"144869","252864","2124943","1073725","144869"
"144879","108948","274475","137742","144879"
"144881","1793809","123312","22557","144881"
"144882","65711","245673","274479","144882"
"144883","526470","51307","360892","144883"
"144898","620091","576948","44105","144898"
"144914","1419401","1304204","238534","144914"
"144916","1318516","101744","2052991","144916"
"144917","2412968","303344","2053018","144917"
"144920","1714602","51336","65678","144920"
"144923","1548981","663336","2247363","144923"
"144925","1340115","72928","1966584","144925"
"144926","281663","584141","101652","144926"
"144927","188144","101718","1894584","144927"
"144935","1930603","1973821","735341","144935"
"144946","1678591","108952","36894","144946"
"144947","1592190","1836999","519335","144947"
"144949","8158","1477007","1793821","144949"
"144950","1484207","65714","87344","144950"
"144951","1837020","58552","180947","144951"
"144979","58575","29779","159379","144979"
"151947","259950","72754","591150","151947"
"151949","569550","173548","137554","151949"
"151950","447140","223962","511955","151950"
"151951","245558","382350","151952","151951"
"151955","519150","22357","137563","151955"
"151957","36761","655956","612757","151957"
"151958","526344","562351","317547","151958"
"151959","274354","274352","65562","151959"
"151960","324760","267161","202361","151960"
"151962","137552","288756","353553","151962"
"152056","123332","159354","80117","152056"
"152057","274489","425672","1858604","152057"
"152069","1786599","2463378","202491","152069"
"152070","1808217","1772221","173671","152070"
"152071","663361","1383371","2398543","152071"
"152074","87271","1808218","2139421","152074"
"152079","195344","1750624","1801015","152079"
"152082","36869","324883","152080","152082"
"152083","1426510","2333763","87333","152083"
"152088","281667","116083","274466","152088"
"152104","994529","94490","2664964","152104"
"152105","1476988","1642609","2096180","152105"
"152113","195344","1750624","1801015","152113"
"152114","771315","843330","447327","152114"
"152115","1642588","404104","1484194","152115"
"152117","1505807","2081802","1721805","152117"
"152118","1405000","152146","756937","152118"
"152120","2297765","1210534","2585752","152120"
"152122","1808164","476150","65741","152122"
"152124","684935","1232166","1318561","152124"
"152125","1196181","728152","1728973","152125"
"152135","368089","209671","202470","152135"
"152147","1829804","188145","1750605","152147"
"152148","548127","123332","1988211","152148"
"152149","209747","2089022","238543","152149"
"152151","1455395","612935","22513","152151"
"152176","44185","180978","166578","152176"
"152179","72985","51378","29783","152179"
"152181","166576","29789","65785","152181"
"159140","108744","324740","281562","159140"
"159147","519145","346347","303150","159147"
"159149","468742","533546","619949","159149"
"159151","187951","382354","173561","159151"
"159154","259963","598350","216762","159154"
"159155","411151","591156","58361","159155"
"159158","598351","187954","468749","159158"
"159159","187951","382354","173561","159159"
"159161","187951","295956","382354","159161"
"159256","144899","540876","612895","159256"
"159257","1635387","389736","2088995","159257"
"159265","555289","58520","108901","159265"
"159269","1721817","360879","72953","159269"
"159270","1822611","238473","1945007","159270"
"159271","281732","908127","951368","159271"
"159274","699320","224128","29665","159274"
"159277","2549759","1268189","1167329","159277"
"159278","1801024","1707416","202543","159278"
"159279","699320","1822614","224128","159279"
"159282","1635404","1815423","1527400","159282"
"159286","2031392","2110625","742521","159286"
"159292","116116","29680","87319","159292"
"159302","627351","1606597","1325718","159302"
"159305","224106","569757","1815349","159305"
"159310","274471","1361793","454482","159310"
"159311","44106","144928","1872971","159311"
"159312","1837020","58552","180947","159312"
"159313","490541","1080979","1685799","159313"
"159314","1829813","1224933","260103","159314"
"159317","814532","807317","324940","159317"
"159318","2333768","130462","65668","159318"
"159319","1318593","224129","1822553","159319"
"159321","2117787","2304967","274502","159321"
"159322","1721814","1714615","288872","159322"
"159323","468948","828884","101698","159323"
"159325","339319","274499","706486","159325"
"159336","612933","346482","1765000","159336"
"159337","1347317","389738","1995394","159337"
"159341","44106","2283362","144928","159341"
"159344","670519","605727","209739","159344"
"159347","375340","483318","22554","159347"
"159349","1606590","2549764","411279","159349"
"159375","15388","152175","44185","159375"
"159380","22589","123379","58578","159380"
"166340","36757","173548","569550","166340"
"166347","72761","101562","173554","166347"
"166350","555144","108762","569546","166350"
"166351","187951","382354","173561","166351"
"166353","173563","79962","101550","166353"
"166355","72762","87162","231150","166355"
"166357","187951","382354","173561","166357"
"166358","72762","87162","29559","166358"
"166361","187951","382354","173561","166361"
"166362","540750","439945","605549","166362"
"166363","288747","303161","454358","166363"
"166456","1887392","504949","1801001","166456"
"166457","1873004","2045793","1253758","166457"
"166463","569698","569684","1620972","166463"
"166469","51356","1527399","598533","166469"
"166473","879353","2002624","1311356","166473"
"166474","1556196","1685800","1822604","166474"
"166475","1750606","346484","368084","166475"
"166476","425677","1657001","29754","166476"
"166477","1793821","1973822","216948","166477"
"166478","1570603","1469806","1801004","166478"
"166479","634532","2592942","1930604","166479"
"166480","692137","1656989","598495","166480"
"166485","951333","188133","1059379","166485"
"166486","1044940","332134","2348145","166486"
"166494","1743410","1887371","1217733","166494"
"166497","483299","1296997","2556952","166497"
"166498","231318","634471","65693","166498"
"166505","36925","1945027","684878","166505"
"166510","29696","1837006","159315","166510"
"166513","123315","2009818","252888","166513"
"166514","1851340","389684","850530","166514"
"166515","526515","1685817","396880","166515"
"166516","1923412","1635405","332084","166516"
"166521","1491380","173689","893770","166521"
"166526","1570609","1714583","555274","166526"
"166535","1232166","684935","1318561","166535"
"166537","22471","1786617","483318","166537"
"166538","2636154","1167340","872163","166538"
"166540","224132","814557","785760","166540"
"166541","677719","1296927","1570601","166541"
"166543","1340188","656170","850531","166543"
"166552","36866","1253800","216871","166552"
"166577","29771","22573","15378","166577"
"173541","173544","137542","94345","173541"
"173543","238342","295945","115944","173543"
"173547","634348","274347","144758","173547"
"173550","360753","555159","425555","173550"
"173551","187951","382354","173561","173551"
"173552","324745","202349","303143","173552"
"173553","281543","447142","130340","173553"
"173555","79962","231153","173563","173555"
"173556","94361","432756","627150","173556"
"173557","295956","187951","382354","173557"
"173558","497549","195163","511950","173558"
"173656","663285","864927","1700190","173656"
"173657","620091","144901","58498","173657"
"173674","879331","519334","22476","173674"
"173675","476135","130482","51267","173675"
"173676","1765014","166550","15338","173676"
"173677","1779399","245670","231273","173677"
