"","X1","X2","X3","Order_reshape"
"5825893","6049107","5897901","6769028","5825893"
"5825895","5134686","5026724","6013108","5825895"
"5825896","6581846","6077923","6898674","5825896"
"5825897","6488246","6250653","5789926","5825897"
"5825899","5991507","6660999","5861845","5825899"
"5825902","6560322","6545869","6459460","5825902"
"5825903","6034704","6905961","6833975","5825903"
"5825904","6812194","6826588","6265079","5825904"
"5825908","5530725","5984341","5883521","5825908"
"5825909","6481174","6142666","6898607","5825909"
"5825910","6848169","6769093","6257930","5825910"
"5825911","6625137","6913104","6308256","5825911"
"5825913","5595528","6740264","6632251","5825913"
"5825914","6401861","6841141","6293850","5825914"
"5825915","5984249","4947522","6041844","5825915"
"5825918","6869937","6229058","6632365","5825918"
"5825919","6430679","6502659","6293916","5825919"
"5825921","6193051","5789928","5897844","5825921"
"5825922","6639565","6754663","6589109","5825922"
"5825924","6358645","6149890","5912343","5825924"
"5825930","6848296","6459493","5811438","5825930"
"5825931","5473129","6524184","6819544","5825931"
"5825932","6711365","5257091","5163480","5825932"
"5825933","6747328","6387583","6380386","5825933"
"5825936","6869990","5372285","5257121","5825936"
"5825937","6149825","5228326","6682557","5825937"
"5825940","6639492","6761826","6797896","5825940"
"5825948","5746773","6229184","5386786","5825948"
"5825949","6322786","6265191","5746802","5825949"
"5825950","5566764","6229191","6243591","5825950"
"5825958","6128400","5595606","5365194","5825958"
"5825959","5646037","5754024","5797237","5825959"
"5825961","5818822","6128385","6063546","5825961"
"5825992","5804393","5437222","5199600","5825992"
"5826004","5509209","5667604","5588423","5826004"
"5826011","5595634","5581178","5574015","5826011"
"5826013","6437995","5422835","6013236","5826013"
"5826017","5732413","5732379","6027625","5826017"
"5826025","5854750","5718039","5523569","5826025"
"5826026","5494836","5473234","5638766","5826026"
"5826027","5897996","5682032","5782812","5826027"
"5826028","5314835","5912420","5638805","5826028"
"5826030","5710824","6142759","6423596","5826030"
"5826031","5595599","6257992","5732407","5826031"
"5826035","5912380","6301182","6207547","5826035"
"5826036","5826033","6092396","5897988","5826036"
"5826039","5631602","5372450","5876359","5826039"
"5826040","6106774","5718007","5667594","5826040"
"5826041","6171578","5645957","5739593","5826041"
"5826148","5300372","4292307","6408920","5826148"
"5826149","5185173","4429188","6480925","5826149"
"5826153","6646835","6646860","6747626","5826153"
"5826155","4522676","4695512","4544320","5826155"
"5826157","6762100","6337326","6639723","5826157"
"5826158","4962201","6646920","6366122","5826158"
"5826159","6596519","4515814","5840560","5826159"
"5826163","4760609","4731812","5178191","5826163"
"5826164","6034962","5473372","5430179","5826164"
"5826166","5876563","6301333","4487016","5826166"
"5832784","6495188","6480773","6653588","5832784"
"5832874","4558473","5638482","4752889","5832874"
"5832896","6048905","5739302","6128097","5832896"
"5832899","6034503","6005702","5134493","5832899"
"5832900","6243369","5732125","5940925","5832900"
"5832901","6279383","6408989","6365797","5832901"
"5832904","6200116","5148999","6344180","5832904"
"5832905","6250578","6293764","5314514","5832905"
"5832908","6308170","5422515","5811325","5832908"
"5832909","4918722","6394587","5127539","5832909"
"5832910","6329768","6243321","6135425","5832910"
"5832915","6236190","5832906","5832914","5832915"
"5832916","5962517","6156961","5818580","5832916"
"5832919","6214597","5732189","6027406","5832919"
"5832922","6624935","5724984","5422513","5832922"
"5832923","6106581","6344181","6502567","5832923"
"5832924","5573945","5494518","5789710","5832924"
"5832925","5408107","5163396","5926526","5832925"
"5832926","5782513","5796918","5840186","5832926"
"5832927","6322586","6099309","6092121","5832927"
"5832928","6336973","5595542","6315374","5832928"
"5832933","3925198","6149738","6135346","5832933"
"5832980","5192328","5400998","6056192","5832980"
"5832982","6142582","5228197","5717788","5832982"
"5832988","5494514","5595328","6099307","5832988"
"5832989","6552934","4652209","6264947","5832989"
"5832993","6121086","5408334","6603322","5832993"
"5833001","5962527","5616997","6034515","5833001"
"5833002","4983498","5739403","5674648","5833002"
"5833008","5897809","6545748","5840206","5833008"
"5833010","6819353","4875499","6682528","5833010"
"5833013","5861825","6797744","5897822","5833013"
"5833027","5689054","5897814","5984197","5833027"
"5833028","6027408","6740118","6711318","5833028"
"5833033","6459457","6308302","6207512","5833033"
"5833034","6236281","6776251","6099417","5833034"
"5833036","6581988","6855336","5300324","5833036"
"5833037","6790616","6754693","6027524","5833037"
"5833038","6445151","6409141","6293935","5833038"
"5833040","6761727","5185081","6696928","5833040"
"5833045","6416388","6207528","5811526","5833045"
"5833046","6365962","6221885","6610611","5833046"
"5833050","6704156","6668226","6193001","5833050"
"5833053","6279320","6344131","6804956","5833053"
"5833054","6495498","6380331","6401831","5833054"
"5833055","6682746","5293132","5544908","5833055"
"5833056","6675556","6437764","5141897","5833056"
"5833057","5969857","5861839","6351422","5833057"
"5833058","5912265","6797837","6538607","5833058"
"5833059","6545807","6589011","5955486","5833059"
"5833060","5343534","5667539","5811541","5833060"
"5833065","6301061","6380268","6409089","5833065"
"5833066","6884206","5624306","6070738","5833066"
"5833068","5645887","5775504","5768315","5833068"
"5833076","6272116","6286517","5732291","5833076"
"5833084","6344177","6776224","6264976","5833084"
"5833086","5825883","5091506","4796204","5833086"
"5833087","6157031","6884299","6279424","5833087"
"5833088","6610619","6322616","6495540","5833088"
"5833091","6877065","6322727","6005908","5833091"
"5833092","6625124","6517187","6315508","5833092"
"5833093","6466655","6733050","6257874","5833093"
"5833095","5984308","5300288","6257886","5833095"
"5833096","6423449","6185889","6437851","5833096"
"5833097","5048328","5113087","5069922","5833097"
"5833098","6452249","6495461","5408280","5833098"
"5833099","6394667","6898604","6085096","5833099"
"5833100","6797946","5141889","6639428","5833100"
"5833102","6416250","6236258","6877172","5833102"
"5833103","6776117","6495586","6711313","5833103"
"5833104","6394769","6704165","6099485","5833104"
"5833109","6452225","5789903","6301102","5833109"
"5833111","6862568","6905837","6560331","5833111"
"5833113","6005939","6416224","6452362","5833113"
"5833117","5897868","6855530","5955478","5833117"
"5833118","6473858","6351467","6423452","5833118"
"5833121","5833127","6502704","6207506","5833121"
"5833122","6797950","6452342","5804315","5833122"
"5833125","5861935","6740265","6308284","5833125"
"5833129","5156335","6740384","5890709","5833129"
"5833130","5357918","5847461","4990700","5833130"
"5833131","6423433","4976305","6862528","5833131"
"5833132","5912242","5480344","6812153","5833132"
"5833135","6891581","6423591","6848378","5833135"
"5833136","6293823","6488306","6740277","5833136"
"5833138","6495447","6754762","5948332","5833138"
"5833139","6286557","5732317","5869054","5833139"
"5833149","5768349","5523558","5667554","5833149"
"5833150","5754041","5667550","5358033","5833150"
"5833151","6157197","6056423","6070821","5833151"
"5833155","5962777","5768423","5667588","5833155"
"5833156","5977177","5674806","5494837","5833156"
"5833157","5653233","5588405","5286023","5833157"
"5833159","5595602","5703579","5595608","5833159"
"5833160","5480437","5725184","5926789","5833160"
"5833205","5509220","5955572","5746799","5833205"
"5833208","6113959","5955590","5898007","5833208"
"5833211","5516393","5617236","5775608","5833211"
"5833212","6005975","5854801","5710816","5833212"
"5833213","5926797","5782777","5797171","5833213"
"5833217","5768374","5638812","5746815","5833217"
"5833227","6006041","6286790","5962814","5833227"
"5833228","5782760","5487616","6171595","5833228"
"5833230","6128380","6006036","5782760","5833230"
"5833231","5487642","5631637","5473238","5833231"
"5833233","5689195","5502039","5494817","5833233"
"5833235","5660381","5818819","5487612","5833235"
"5833236","5552422","5415618","5394042","5833236"
"5833238","6185982","6157176","5192404","5833238"
"5833239","5753974","5725234","6200384","5833239"
"5833241","5221202","5732357","5768350","5833241"
"5833242","6337195","5609978","5861971","5833242"
"5833340","6769261","4450784","5113170","5833340"
"5833348","5797353","4436291","5833345","5833348"
"5833349","4522722","5098790","5919742","5833349"
"5833351","6157321","5329151","5826140","5833351"
"5833353","6906075","5422755","6747653","5833353"
"5833356","6013361","5422982","6236524","5833356"
"5833357","6668505","5912564","5833366","5833357"
"5833358","5106197","4760608","5120589","5833358"
"5833359","5912559","5048598","5811759","5833359"
"5833363","5451779","4976600","4667013","5833363"
"5833364","6344529","6121343","6042157","5833364"
"5834720","5856322",NA,NA,"5834720"
"5839979","6509563","6293581","6163980","5839979"
"5839986","5868778","6430368","6531177","5839986"
"5840067","5336076","4968877","5163279","5840067"
"5840074","4443279","4522490","4925702","5840074"
"5840075","5436878","5919270","4522487","5840075"
"5840076","5091271","4032863","5192082","5840076"
"5840077","6228887","6516877","5184897","5840077"
"5840094","5919301","5955300","5148871","5840094"
"5840096","6070489","5955282","5825685","5840096"
"5840101","5703269","5897701","6862472","5840101"
"5840104","5940910","5732116","5717786","5840104"
"5840107","5329007","5062708","6207376","5840107"
"5840109","6214566","6250565","5220917","5840109"
"5840110","5127539","5566681","4918722","5840110"
"5840115","6351370","5163400","5753718","5840115"
"5840116","6171423","5660195","5804277","5840116"
"5840117","4976321","5977080","5998665","5840117"
"5840121","6358577","5566519","6293784","5840121"
"5840122","5724923","5573715","5602528","5840122"
"5840123","5652922","5847401","6214592","5840123"
"5840124","6149778","6236116","6171393","5840124"
"5840125","5163396","5408107","5264111","5840125"
"5840126","5804125","5249711","5393707","5840126"
"5840127","5573725","5328908","6279357","5840127"
"5840128","6070575","5789705","6257755","5840128"
"5840138","5372566","5141953","6502526","5840138"
"5840181","6250557","5840185","5710525","5840181"
"5840182","6257771","5098682","5890504","5840182"
"5840187","6164189","6358555","5926583","5840187"
"5840188","5451471","6430745","5876197","5840188"
"5840190","5508919","5523319","5689002","5840190"
"5840192","5566593","6336945","5854577","5840192"
"5840193","6646514","5760989","5890504","5840193"
"5840194","5761136","5465951","4753005","5840194"
"5840196","5775377","6336984","5544924","5840196"
"5840210","6833720","6819351","5962611","5840210"
"5840213","6560150","6877068","5840231","5840213"
"5840215","5717857","5933814","5739453","5840215"
"5840223","5941015","5833004","5955392","5840223"
"5840224","6711320","6682520","6855475","5840224"
"5840229","6020222","6545894","6027422","5840229"
"5840235","6502789","5854735","5710643","5840235"
"5840236","6905768","6704337","6632317","5840236"
"5840237","5552237","6689825","5753839","5840237"
"5840238","6063529","5890655","6401954","5840238"
"5840244","6617893","5725044","5105932","5840244"
"5840245","5782632","5818599","4911503","5840245"
"5840248","6545860","6653837","5559495","5840248"
"5840249","5545142","5609857","4961904","5840249"
"5840252","6603451","6121036","5782713","5840252"
"5840253","6257771","5098682","4983513","5840253"
"5840254","6329971","6380238","5415526","5840254"
"5840255","6207436","6387392","6416177","5840255"
"5840256","6596219","5415505","6567428","5840256"
"5840257","4810719","6452391","5797010","5840257"
"5840258","6372994","6452349","5465703","5840258"
"5840259","6056264","6300999","6149822","5840259"
"5840260","6344195","6077929","5372325","5840260"
"5840261","5825898","6301097","6502659","5840261"
"5840263","6704118","5883423","6020209","5840263"
"5840265","6833927","6488256","6401910","5840265"
"5840266","5667393","4810602","4947410","5840266"
"5840267","6041861","5926677","6394742","5840267"
"5840279","6229164","6236199","5739443","5840279"
"5840280","6337159","5703489","6113835","5840280"
"5840281","6293797","5617094","6099427","5840281"
"5840282","6725839","6221818","6912918","5840282"
"5840284","6567394","6819489","6718758","5840284"
"5840285","6185825","5372302","5941050","5840285"
"5840286","6365899","6826587","6776194","5840286"
"5840287","5775504","6617955","6804941","5840287"
"5840288","6697003","5429929","6171515","5840288"
"5840290","5631449","6452384","6488385","5840290"
"5840291","6488221","6898740","5501902","5840291"
"5840292","6531500","5012325","6200338","5840292"
"5840293","6790630","6725850","6250675","5840293"
"5840295","6840993","6625057","6380270","5840295"
"5840298","6617897","6027508","5422727","5840298"
"5840299","6452339","6804915","6272268","5840299"
"5840301","6351466","5041133","6041917","5840301"
"5840302","6351467","6423452","6473858","5840302"
"5840303","6178678","6855481","6509886","5840303"
"5840304","6509981","6553175","6200240","5840304"
"5840305","6423585","6430651","6437885","5840305"
"5840306","5465928","6747574","6840954","5840306"
"5840309","5451477","6365930","6315498","5840309"
"5840310","6862590","5926717","6113877","5840310"
"5840313","5566525","5933856","6264916","5840313"
"5840314","5768294","5847483","5350736","5840314"
"5840317","5861885","6553137","5883452","5840317"
"5840318","6308260","6409084","6416299","5840318"
"5840319","6869932","6250652","6250651","5840319"
"5840321","5314692","6301080","5249898","5840321"
"5840322","5501928","5523472","6416386","5840322"
"5840323","5912344","6099534","6063418","5840323"
"5840324","6250679","5415523","6877170","5840324"
"5840325","6495364","5581124","5861937","5840325"
"5840326","5588326","6574604","6373058","5840326"
"5840327","6776228","6812333","6891399","5840327"
"5840328","6481108","6337113","5271531","5840328"
"5840330","5761049","6466724","5293124","5840330"
"5840331","6135398","6682526","5077101","5840331"
"5840336","5869046","5905080","6121013","5840336"
"5840338","5883460","6380185","5818674","5840338"
"5840340","6049043","5660287","5645873","5840340"
"5840350","6329945","6430746","5833152","5840350"
"5840351","5566808","6092415","5394047","5840351"
"5840353","5696384","5912371","5732348","5840353"
"5840354","6329986","5717962","5574000","5840354"
"5840355","5862005","5559621","5710793","5840355"
"5840357","6236408","5753976","5350841","5840357"
"5840363","5890773","5732423","5869172","5840363"
"5840364","5897949","5977185","6042026","5840364"
"5840366","6322789","5437187","6193190","5840366"
"5840396","5624357","5681958","5314849","5840396"
"5840405","5919596","5674830","5782837","5840405"
"5840411","5523639","5811623","5473201","5840411"
"5840412","6250761","5710811","6193159","5840412"
"5840414","5948417","5991593","5941193","5840414"
"5840416","5681996","5646032","5581234","5840416"
"5840423","5264412","5293235","5703574","5840423"
"5840424","5624366","5833190","5386816","5840424"
"5840426","5350825","6358746","5811612","5840426"
"5840432","5905182","5833219","5602769","5840432"
"5840433","5797206","5948386","5451615","5840433"
"5840434","5998840","6200344","5991584","5840434"
"5840436","6121187","5480442","5775584","5840436"
"5840439","5919602","5977235","6128407","5840439"
"5840440","6459592","5905193","6243595","5840440"
"5840441","6128378","5703641","5660356","5840441"
"5840545","4623518","6437732","5854945","5840545"
"5840553","6020450","6445306","6380425","5840553"
"5840558","6603721","6747701","6798098","5840558"
"5840561","5091786","4667012","4940596","5840561"
"5840562","5674965","5394182","6546121","5840562"
"5840564","5941359","5473381","6200542","5840564"
"5840565","6142938","6574925","6517315","5840565"
"5841916","5942723",NA,NA,"5841916"
"5841917","5885116","6828365","5849116","5841917"
"5841920","6813970","5856320","5841921","5841920"
"5847186","5868778","6430368","6531177","5847186"
"5847274","5055304","6473684","4572884","5847274"
"5847275","4558494","6430483","4904106","5847275"
"5847276","4868101","5040907","6495285","5847276"
"5847277","4695284","6286484","5796877","5847277"
"5847295","5832889","5876101","5292891","5847295"
"5847296","5616897","5696104","5242501","5847296"
"5847297","5760895","5724907","5206492","5847297"
"5847300","5516067","5429689","5652869","5847300"
"5847301","5271292","5710502","5429693","5847301"
"5847306","6315389","5746520","5472906","5847306"
"5847307","5105714","5357806","5789710","5847307"
"5847309","5134703","5725135","6805012","5847309"
"5847310","5134703","6805012","5725135","5847310"
"5847311","5033818","6228978","5890509","5847311"
"5847312","6365768","6387368","5415497","5847312"
"5847315","5854518","5804115","6394552","5847315"
"5847316","5487546","5904915","6444964","5847316"
"5847317","6495557","5761079","5350602","5847317"
"5847319","5969715","6336964","6293774","5847319"
"5847321","5904916","5804187","5624186","5847321"
"5847322","6480917","5026619","6488112","5847322"
"5847324","5897779","5933784","6286548","5847324"
"5847326","5444120","5307309","6171376","5847326"
"5847328","6056171","6279347","6459313","5847328"
"5847329","6178507","5688994","5400921","5847329"
"5847337","4097750","5436946","5480147","5847337"
"5847380","6020188","6668156","4954711","5847380"
"5847381","5760991","5451308","6480971","5847381"
"5847382","5825718","6113719","6776140","5847382"
"5847387","6329792","6365756","6315362","5847387"
"5847388","5746579","5321708","5746576","5847388"
"5847392","6272144","6106599","6344379","5847392"
"5847394","6077795","6639336","5581012","5847394"
"5847395","6027385","5991386","6452121","5847395"
"5847396","6012980","6272146","6329751","5847396"
"5847399","6041779","6466517","6322544","5847399"
"5847413","5681859","5732216","5725021","5847413"
"5847414","5998595","5818616","6113807","5847414"
"5847423","6567321","5998625","5789816","5847423"
"5847424","6632149","5717853","6041823","5847424"
"5847435","6653770","6898536","6848142","5847435"
"5847436","6581807","6596170","6898534","5847436"
"5847437","6401862","6790729","6790634","5847437"
"5847445","5379490","5552275","5653011","5847445"
"5847447","6344277","6697053","6459474","5847447"
"5847448","6682531","5120296","6725738","5847448"
"5847449","6610524","6689713","6142597","5847449"
"5847450","6473737","5854599","6120985","5847450"
"5847451","6430778","6099387","5588258","5847451"
"5847452","6229173","6869716","6481046","5847452"
"5847453","5120296","6682531","6725738","5847453"
"5847455","5854671","5797074","6783450","5847455"
"5847456","6783390","6668173","6135467","5847456"
"5847457","6286586","6077866","4825001","5847457"
"5847458","5026711","4947512","5890656","5847458"
"5847459","6337159","5703489","6113835","5847459"
"5847460","5501706","6747406","5833069","5847460"
"5847462","6841115","6862701","6689834","5847462"
"5847463","5912224","5948218","5818621","5847463"
"5847464","6056334","5998636","5897932","5847464"
"5847466","6761739","6142685","6682638","5847466"
"5847467","6286572","5559395","6092240","5847467"
"5847468","5559484","6697104","5617092","5847468"
"5847470","5062723","6099440","5883488","5847470"
"5847476","6106627","5235540","5048309","5847476"
"5847478","5897862","6394589","6365797","5847478"
"5847479","6884196","5768287","6049066","5847479"
"5847480","5415502","6776225","6128372","5847480"
"5847481","6430759","6157165","6653810","5847481"
"5847484","6373077","6617859","6704133","5847484"
"5847485","6481157","6877013","6185813","5847485"
"5847486","5926653","5811468","6264976","5847486"
"5847487","6481157","6704163","6877013","5847487"
"5847489","5818667","6689770","5926660","5847489"
"5847490","6279469","6524373","6877164","5847490"
"5847491","4875407","5782723","6279509","5847491"
"5847492","6077901","5379522","6157093","5847492"
"5847493","6589067","6560264","6337072","5847493"
"5847500","6337035","5084322","6545976","5847500"
"5847501","6653777","6812373","6452388","5847501"
"5847502","5840329","6315466","6625179","5847502"
"5847503","6567405","5588325","5602727","5847503"
"5847504","5653143","6049126","6596205","5847504"
"5847505","5941067","6380360","5314687","5847505"
"5847508","6841129","6855458","6632372","5847508"
"5847509","6286738","5624226","6250655","5847509"
"5847510","6265028","5905095","6718594","5847510"
"5847511","6812193","6538643","6797969","5847511"
"5847512","6581937","6869893","5674721","5847512"
"5847517","6697095","6013052","6610633","5847517"
"5847518","5861909","6394672","5861910","5847518"
"5847521","5919520","5876299","6912943","5847521"
"5847522","5588276","5127529","5739434","5847522"
"5847525","6833772","6624990","6337017","5847525"
"5847527","5379527","5566524","5933864","5847527"
"5847528","6373058","6574604","5588326","5847528"
"5847529","6265070","6293929","6135470","5847529"
"5847530","6869978","6833980","5084297","5847530"
"5847531","5242739","6711364","4933111","5847531"
"5847536","6725896","6639421","6034648","5847536"
"5847537","5415503","5588314","5566717","5847537"
"5847539","6315376","5797076","5458701","5847539"
"5847544","4738723","6617990","5293143","5847544"
"5847549","5761187","5278802","6178785","5847549"
"5847550","5991619","6013210","6272400","5847550"
"5847551","5394047","6171555","6092415","5847551"
"5847552","5689162","5717983","5833152","5847552"
"5847553","5581170","5969959","5969966","5847553"
"5847555","5437216","6063546","5286053","5847555"
"5847556","5523639","5811623","5473201","5847556"
"5847558","5509230","6135586","6193161","5847558"
"5847562","5797178","6265186","6214786","5847562"
"5847571","5264429","5696426","6106783","5847571"
"5847572","6128351","5775583","5674786","5847572"
"5847606","6034784","5854823","5826012","5847606"
"5847611","6229207","5797193","5775627","5847611"
"5847613","6279545","5811571","5811556","5847613"
"5847615","6394792","6049194","6092425","5847615"
"5847617","5797207","5609996","5883638","5847617"
"5847619","5516432","6243581","5710794","5847619"
"5847621","5501966","5933995","6114002","5847621"
"5847625","5494768","5912419","5595570","5847625"
"5847626","6164374","5703565","5689203","5847626"
"5847631","6128405","6286783","5962823","5847631"
"5847632","5847586","5638789","5466020","5847632"
"5847633","5854805","5430015","5394028","5847633"
"5847635","5329218","5905211","6135587","5847635"
"5847640","5336386","5631552","6063579","5847640"
"5847641","5602801","5804365","5861969","5847641"
"5847642","5897964","6301156","6330000","5847642"
"5847750","6380119","5048582","6070543","5847750"
"5847751","4666713","4853929","5790144","5847751"
"5847752","6229323","6330116","2089184","5847752"
"5847753","4767568","4551562","6409307","5847753"
"5847756","6322926","6085352","5725370","5847756"
"5847758","6625308","5091807","6258133","5847758"
"5847759","5588572","5379774","5430169","5847759"
"5847761","4487020","4501416","6322920","5847761"
"5847762","6394925","6783701","6481322","5847762"
"5847763","6510118","6495721","6250938","5847763"
"5847764","5689373","4530211","6092541","5847764"
"5847765","5077399","6020563","5264576","5847765"
"5847766","6092538","6315730","6718905","5847766"
"5849118","5899520","5928315","5913916","5849118"
"5849119","5870721","6828370",NA,"5849119"
"5849120","6799574","6720363","6792366","5849120"
"5849122","5827519","5834721",NA,"5849122"
"5854370","6401590","5710382","6055974","5854370"
"5854386","6574371","6840775","5969598","5854386"
"5854387","5868778","6617560","5976790","5854387"
"5854474","4068868","5883275","4191268","5854474"
"5854475","4500862","4508079","4587293","5854475"
"5854476","6106481","4104865","6077671","5854476"
"5854481","5552089","4724080","4860911","5854481"
"5854495","5408068","5480061","5890498","5854495"
"5854497","5998491","5652887","5278492","5854497"
"5854501","5595305","5400868","6394501","5854501"
"5854505","5998577","6020164","5314519","5854505"
"5854506","6221710","6092171","5559327","5854506"
"5854508","6610538","5689003","5408272","5854508"
"5854509","6725764","6358582","5314514","5854509"
"5854510","6315380","6344183","6315382","5854510"
"5854511","5840278","5926649","5811474","5854511"
"5854512","6171381","6336979","5573876","5854512"
"5854513","5660106","5753704","6149711","5854513"
"5854516","6192916","5436992","5631312","5854516"
"5854517","5897864","5473146","6351408","5854517"
"5854519","5933722","5818589","6236196","5854519"
"5854521","5559435","6416153","6236163","5854521"
"5854522","6178548","4983479","4990610","5854522"
"5854523","5501712","6041763","5149000","5854523"
"5854524","5566588","6041786","6185794","5854524"
"5854526","5573725","5328908","6279357","5854526"
"5854527","5170609","6394601","6553136","5854527"
"5854528","6452145","6171348","6020173","5854528"
"5854529","5782498","5811306","6113750","5854529"
"5854540","5444263","4004399","5912137","5854540"
"5854547","5717745","4724600","5789732","5854547"
"5854579","6416136","6142574","6257716","5854579"
"5854580","6329751","6272146","6084925","5854580"
"5854581","5264107","5897785","5077080","5854581"
"5854582","5933851","6365855","5883464","5854582"
"5854590","5638523","6056184","6027349","5854590"
"5854591","6653712","4875408","6416111","5854591"
"5854593","5264198","5552241","5307474","5854593"
"5854594","5559393","6099573","6624933","5854594"
"5854597","6653715","5537791","6164196","5854597"
"5854613","5861818","5753817","6020224","5854613"
"5854624","5926627","5674656","6646551","5854624"
"5854633","5797095","5818724","5149139","5854633"
"5854635","6106689","6293830","5235485","5854635"
"5854636","6236278","6445060","6113845","5854636"
"5854638","5559442","6574628","6804938","5854638"
"5854642","6207513","5912233","6790743","5854642"
"5854646","5948200","5422698","5645839","5854646"
"5854648","5321885","6459587","6171493","5854648"
"5854649","6157108","5739526","6761754","5854649"
"5854650","6106587","5674623","6574536","5854650"
"5854651","6517146","6552957","6653757","5854651"
"5854652","5725141","5559544","5170694","5854652"
"5854654","6574562","6610626","6545768","5854654"
"5854655","6502746","5660198","5732331","5854655"
"5854656","6373000","6344192","5962664","5854656"
"5854657","5926649","5840278","6063432","5854657"
"5854658","6207325","5321803","6718730","5854658"
"5854659","6193016","5581085","6200176","5854659"
"5854660","6912958","6833913","6056242","5854660"
"5854661","5789780","5912268","5955464","5854661"
"5854662","6092232","5840268","4990711","5854662"
"5854663","6185838","6344200","5905139","5854663"
"5854664","5113102","6193084","5170740","5854664"
"5854665","6099402","6358615","5293096","5854665"
"5854666","6236232","6524391","5127311","5854666"
"5854667","5818672","5861856","5883458","5854667"
"5854668","6005879","6639412","6351476","5854668"
"5854676","6394755","6005845","5717793","5854676"
"5854677","6661014","6257799","6855519","5854677"
"5854678","5782581","6293971","6466791","5854678"
"5854679","5595493","6913011","5717873","5854679"
"5854680","6610755","5746673","6769115","5854680"
"5854681","5624293","6315403","6084920","5854681"
"5854682","6265018","5465923","6034640","5854682"
"5854684","5480288","6862616","6869893","5854684"
"5854685","5948263","6855509","6121067","5854685"
"5854687","6373169","6157044","5667539","5854687"
"5854688","5681810","6768926","5941147","5854688"
"5854689","6192989","6891553","5674733","5854689"
"5854691","5977117","6135493","6337070","5854691"
"5854692","6013140","5667530","5127538","5854692"
"5854693","6221863","6077904","6358665","5854693"
"5854703","5005120","6884275","5480328","5854703"
"5854704","6257882","5163497","6488378","5854704"
"5854705","5854697","6265169","6610603","5854705"
"5854706","5573831","5465911","5674733","5854706"
"5854708","6221882","6279510","6365914","5854708"
"5854709","6733133","6682738","6473873","5854709"
"5854710","6401861","6841141","6279449","5854710"
"5854711","6732990","5840316","6697020","5854711"
"5854714","6495459","6884171","5501946","5854714"
"5854716","5955497","6315452","6869788","5854716"
"5854717","6315483","6380311","6689854","5854717"
"5854718","6797791","6099479","6257867","5854718"
"5854719","6034709","6682523","5458733","5854719"
"5854721","5861901","5696324","6466787","5854721"
"5854729","6603369","6905966","4918710","5854729"
"5854730","6358645","6149890","4990684","5854730"
"5854736","5725082","6769010","5156301","5854736"
"5854738","5026711","4947512","6336998","5854738"
"5854739","5113000","6027465","6632124","5854739"
"5854740","6905733","6085012","5804194","5854740"
"5854741","5617107","6639559","6610678","5854741"
"5854742","6653989","6783640","6805200","5854742"
"5854749","5545240","5314805","5329227","5854749"
"5854751","5372434","5574011","5494853","5854751"
"5854752","6308348","5689167","5653162","5854752"
"5854753","6272350","6041971","6164427","5854753"
"5854760","5919624","5753963","5926766","5854760"
"5854795","5473203","6229193","5458776","5854795"
"5854802","6077988","5480454","6034808","5854802"
"5854807","6207550","5948393","5905195","5854807"
"5854811","6257985","6351585","5897991","5854811"
"5854812","5897993","6315584","6013214","5854812"
"5854813","5912403","5818814","5350826","5854813"
"5854816","5948370","5984371","5329239","5854816"
"5854817","5703639","5955578","5905211","5854817"
"5854818","5638813","6178808","6077990","5854818"
"5854820","5977216","6157225","6092410","5854820"
"5854821","6042017","6092407","5991613","5854821"
"5854825","5595626","5494852","5386830","5854825"
"5854826","5703558","6121190","5545228","5854826"
"5854830","5552434","5725212","5689236","5854830"
"5854832","5480395","5609988","5538003","5854832"
"5854833","5696423","5689182","5969993","5854833"
"5854834","5746772","5811594","5401230","5854834"
"5854835","5710786","5797168","5847548","5854835"
"5854836","5768396","5365233","5689199","5854836"
"5854839","5782783","5804417","5566758","5854839"
"5854840","5617217","5790006","5660411","5854840"
"5854841","5912395","5775632","6171574","5854841"
"5854842","6157180","5617216","5825980","5854842"
"5854949","4609130","4630681","4465083","5854949"
"5854950","5480198","4537085","4450777","5854950"
"5854953","6790861","6474015","6726055","5854953"
"5854955","6171743","6826896","6762106","5854955"
"5854956","5142185","5516577","5487770","5854956"
"5854957","5638963","5984557","5566991","5854957"
"5854958","6726104","5725362","6063757","5854958"
"5854959","6481323","6006164","6726098","5854959"
"5854960","6142947","5574175","6258137","5854960"
"5854961","6236528","6373332","6409327","5854961"
"5854966","6632509","5725360","6322930","5854966"
"5856318","6396346","6367540","5870714","5856318"
"5856321","5841918","5885123","5877922","5856321"
"5861585","6761594","6271985","6372784","5861585"
"5861586","6235974","6271974","6379991","5861586"
"5861663","5105621","4774511","5048023","5861663"
"5861665","5415248","4551255","4752856","5861665"
"5861674","4421653","5796873","4508075","5861674"
"5861675","4486473","4090466","6329681","5861675"
"5861676","4796079","4508087","4796081","5861676"
"5861695","5919283","5602502","6106493","5861695"
"5861697","5235253","6264900","6344097","5861697"
"5861700","5652888","5588096","5732073","5861700"
"5861703","6020168","5472928","5436912","5861703"
"5861704","5077107","5818739","5689139","5861704"
"5861705","6300996","6272183","6322569","5861705"
"5861706","5573718","5278519","5364911","5861706"
"5861707","5768179","6625128","6121068","5861707"
"5861711","6387403","6113833","6300992","5861711"
"5861713","6560135","5422581","6567335","5861713"
"5861716","5984249","4947522","6041844","5861716"
